chrom,start,end,Fresh,Fix,HexFix
chr5,127470308,127470708,49,10,20
chr5,127471923,127472323,27,4,13
chr5,127587847,127588247,24,6,14
chr5,127592509,127592909,41,18,15
chr5,127594782,127595182,14,2,15
chr5,127601505,127601905,11,10,4
chr5,127612467,127612867,27,11,17
chr5,127613237,127613637,19,6,16
chr5,127617268,127617668,240,27,60
chr5,127620678,127621078,41,11,8
chr5,127627222,127627622,22,7,2
chr5,127632172,127632572,62,5,31
chr5,127639060,127639460,69,25,29
chr5,127648369,127648769,18,7,19
chr5,127660245,127660645,110,40,39
chr5,127660913,127661313,55,9,22
chr5,127683319,127683719,23,19,3
chr5,127688772,127689172,441,139,178
chr5,127690348,127690748,18,7,16
chr5,127691188,127691588,37,16,6
chr5,127701080,127701480,16,10,2
chr5,127703595,127703995,32,0,13
chr5,127705844,127706244,19,15,10
chr5,127715317,127715717,44,6,17
chr5,127720558,127720958,27,10,12
chr5,127947247,127947647,19,2,13
chr5,127979634,127980428,45,20,16
chr5,128233073,128233473,84,14,14
chr5,128289903,128290303,27,10,7
chr5,128291196,128291596,76,29,21
chr5,128330329,128330729,85,17,15
chr5,128348847,128349247,17,15,5
chr5,128436855,128437255,33,11,16
chr5,128439804,128440204,54,10,25
chr5,128450783,128451183,23,10,7
chr5,128482965,128483365,37,16,9
chr5,128487416,128487816,37,6,12
chr5,128527148,128527548,54,12,19
chr5,128537213,128537613,44,14,7
chr5,128569149,128569549,47,6,20
chr5,128579293,128579693,62,17,23
chr5,128589218,128589618,18,8,9
chr5,128593433,128593833,34,15,15
chr5,128596724,128597124,34,14,11
chr5,128600414,128600814,216,26,71
chr5,128606571,128606971,31,2,13
chr5,128710565,128710965,25,8,12
chr5,128720579,128720979,32,8,12
chr5,128730587,128730987,32,8,17
chr5,128732621,128733021,27,12,13
chr5,128733948,128734348,32,8,4
chr5,128769098,128769498,13,9,0
chr5,128904106,128904506,44,16,14
chr5,128953427,128953827,46,12,8
chr5,128971056,128971456,68,8,23
chr5,128974845,128975245,18,8,19
chr5,128981532,128981932,46,9,9
chr5,129008381,129008781,124,10,44
chr5,129019875,129020275,298,53,78
chr5,129025054,129025454,38,15,29
chr5,129027226,129027626,19,14,17
chr5,129029109,129029509,35,10,11
chr5,129030249,129030649,41,11,5
chr5,129065512,129065912,33,10,10
chr5,129116319,129116719,26,12,11
chr5,129155739,129156139,111,38,23
chr5,129163948,129164348,39,17,12
chr5,129196731,129197131,32,9,8
chr5,129225734,129226134,44,6,13
chr5,129233333,129233733,42,9,4
chr5,129242280,129242680,169,31,46
chr5,129243096,129243496,68,17,22
chr5,129244425,129244825,16,8,6
chr5,129249012,129249412,22,13,6
chr5,129270132,129270532,281,58,60
chr5,129282164,129282564,58,12,9
chr5,129385371,129385771,24,6,17
chr5,129387342,129387742,224,52,52
chr5,129393570,129393970,29,5,20
chr5,129455223,129455623,111,18,18
chr5,129475577,129475977,61,13,11
chr5,129501153,129501553,43,7,29
chr5,129583923,129584323,273,64,72
chr5,129586011,129586411,98,11,17
chr5,129590922,129591322,28,12,14
chr5,129594170,129594570,32,5,19
chr5,129602034,129602434,61,11,20
chr5,129626527,129626927,62,12,10
chr5,129642372,129642772,19,11,2
chr5,129669841,129670241,87,27,24
chr5,129715262,129715662,113,22,31
chr5,129724851,129725251,172,31,78
chr5,129730231,129730631,29,6,12
chr5,129761836,129762236,72,18,3
chr5,129779052,129779452,169,34,28
chr5,129780069,129780469,24,4,9
chr5,129785478,129785878,17,11,18
chr5,129787081,129787481,437,88,102
chr5,129846721,129847121,186,67,33
chr5,129850308,129850708,19,9,17
chr5,129864495,129864895,52,11,19
chr5,129869176,129869576,34,17,11
chr5,129873155,129873555,17,7,13
chr5,129873974,129874374,62,6,17
chr5,129875272,129875672,31,11,3
chr5,129879015,129879415,27,9,22
chr5,129887179,129887579,278,104,74
chr5,129895513,129895913,211,57,37
chr5,129908387,129908787,132,35,28
chr5,129909564,129909964,30,12,20
chr5,129914030,129914430,53,10,20
chr5,129915505,129915905,35,13,10
chr5,129916895,129917295,27,10,17
chr5,129918279,129918679,84,19,40
chr5,129930049,129930449,46,19,22
chr5,129941657,129942057,301,133,121
chr5,129947561,129947961,14,2,14
chr5,129960478,129960878,35,10,3
chr5,129965995,129966395,18,13,17
chr5,129966460,129966860,46,19,14
chr5,129967096,129967496,34,20,7
chr5,129995168,129995568,20,8,4
chr5,130002583,130002983,53,4,21
chr5,130010955,130011355,21,4,14
chr5,130015153,130015553,19,3,14
chr5,130023867,130024267,192,36,39
chr5,130029153,130029553,140,28,43
chr5,130036284,130036684,32,15,16
chr5,130044125,130044525,18,11,1
chr5,130065575,130065975,70,13,15
chr5,130079214,130079614,187,19,61
chr5,130096774,130097174,101,22,36
chr5,130135697,130136097,15,9,4
chr5,130144600,130145000,425,139,97
chr5,130171593,130171993,127,21,38
chr5,130179919,130180319,14,13,8
chr5,130180360,130180760,63,15,11
chr5,130186729,130187129,28,17,6
chr5,130187469,130187869,64,14,17
chr5,130211196,130211596,33,17,19
chr5,130218374,130218774,85,27,28
chr5,130222239,130222639,109,20,33
chr5,130223305,130223705,18,6,12
chr5,130243295,130243695,7,8,15
chr5,130243998,130244398,17,6,15
chr5,130256428,130256828,95,37,43
chr5,130266865,130267265,40,16,13
chr5,130286573,130286973,17,6,14
chr5,130307943,130308343,50,9,17
chr5,130310070,130310470,27,9,11
chr5,130363098,130363498,41,22,10
chr5,130363724,130364124,47,12,14
chr5,130405148,130405548,18,9,12
chr5,130448901,130449301,34,2,23
chr5,130853389,130853789,22,6,27
chr5,130924376,130924776,61,11,15
chr5,130950972,130951372,26,7,19
chr5,131007975,131008375,28,13,20
chr5,131013169,131013569,19,5,15
chr5,131048454,131048854,38,17,5
chr5,131094743,131095143,138,51,26
chr5,131177203,131177603,107,15,36
chr5,131181248,131181648,30,11,14
chr5,131211724,131212124,18,14,14
chr5,131251948,131252348,15,6,13
chr5,131307433,131307833,80,17,43
chr5,131430083,131430483,34,8,21
chr5,131449171,131449571,32,11,12
chr5,131450219,131450619,39,10,15
chr5,131468670,131469070,21,8,7
chr5,131474669,131475069,38,13,9
chr5,131490820,131491220,175,55,32
chr5,131492557,131492957,45,14,28
chr5,131494433,131494833,15,11,11
chr5,131500142,131500542,15,6,12
chr5,131514313,131514713,38,18,5
chr5,131515684,131516084,86,23,25
chr5,131526795,131527195,84,39,21
chr5,131527504,131527904,12,16,20
chr5,131531742,131532142,67,23,14
chr5,131538532,131538932,182,30,71
chr5,131545805,131546205,13,3,13
chr5,131557659,131558059,71,21,22
chr5,131563814,131564214,195,73,44
chr5,131573574,131573974,24,8,18
chr5,131595662,131596062,36,9,17
chr5,131616492,131616892,47,21,8
chr5,131750408,131750808,48,23,10
chr5,131783281,131783681,20,10,3
chr5,131849691,131850091,49,10,20
chr5,131851841,131852241,41,7,15
chr5,131904102,131904502,14,9,7
chr5,131944786,131945186,52,16,9
chr5,132399048,132399448,15,14,7
chr5,132399678,132400078,21,13,14
chr5,132477499,132477899,50,20,9
chr5,132509279,132509679,22,12,6
chr5,132526398,132526798,114,44,29
chr5,132529951,132530351,12,8,2
chr5,132543093,132543493,150,31,66
chr5,132633444,132633844,21,15,10
chr5,132644705,132645105,48,16,13
chr5,132691916,132692316,24,19,7
chr5,132701611,132702011,21,10,6
chr5,132728772,132729172,55,30,15
chr5,132737940,132738340,24,13,5
chr5,132817824,132818224,28,3,17
chr5,132912135,132912535,26,21,4
chr5,132923374,132923774,34,13,4
chr5,132931900,132932300,15,13,6
chr5,133173189,133173589,59,20,19
chr5,133303867,133304267,42,11,1
chr5,133675740,133676140,52,25,15
chr5,133712691,133713091,49,17,11
chr5,133718589,133718989,109,24,19
chr5,133744106,133744506,159,48,39
chr5,133815469,133815869,15,7,9
chr5,133884985,133885385,14,7,7
chr5,133925505,133925905,23,15,5
chr5,133983565,133983965,108,24,36
chr5,134007074,134007474,169,42,71
chr5,134076162,134076562,14,1,15
chr5,134099509,134099909,102,35,39
chr5,134107143,134107543,40,16,17
chr5,134118808,134119208,134,19,32
chr5,134121583,134121983,72,29,19
chr5,134142379,134142779,50,11,21
chr5,134173189,134173589,54,9,19
chr5,134176574,134176974,101,16,36
chr5,134178509,134178909,96,34,30
chr5,134179791,134180191,25,6,14
chr5,134184380,134184780,267,63,98
chr5,134187332,134187732,43,6,19
chr5,134221696,134222096,40,8,17
chr5,134227561,134227961,26,10,18
chr5,134232755,134233155,30,11,9
chr5,134238003,134238403,37,19,14
chr5,134243710,134244110,14,4,13
chr5,134259995,134260395,43,9,10
chr5,134266332,134266732,36,5,16
chr5,134277244,134277644,53,13,8
chr5,134303651,134304051,67,14,18
chr5,134314730,134315130,196,56,71
chr5,134315554,134315954,33,10,15
chr5,134318915,134319315,32,12,18
chr5,134329296,134329696,45,14,16
chr5,134332845,134333245,91,40,30
chr5,134337033,134337433,112,36,23
chr5,134340062,134340462,136,39,31
chr5,134342243,134342643,44,22,23
chr5,134345468,134345868,100,11,15
chr5,134350684,134351084,86,15,28
chr5,134358482,134358882,21,8,9
chr5,134359106,134359506,45,8,12
chr5,134370933,134371333,262,85,39
chr5,134373519,134373919,31,2,12
chr5,134384900,134385300,48,10,10
chr5,134395006,134395406,25,4,14
chr5,134397810,134398210,57,20,12
chr5,134410480,134410880,56,18,28
chr5,134419422,134419822,42,21,20
chr5,134421077,134421477,15,4,16
chr5,134422388,134422788,58,14,20
chr5,134436751,134437151,66,20,18
chr5,134439239,134439639,90,25,24
chr5,134441146,134441546,59,15,9
chr5,134443896,134444296,27,13,7
chr5,134444357,134444757,40,6,12
chr5,134446466,134446866,24,14,17
chr5,134456335,134456735,46,12,14
chr5,134485856,134486256,46,13,20
chr5,134489623,134490023,74,17,17
chr5,134490468,134490868,16,9,11
chr5,134491746,134492146,65,6,23
chr5,134494227,134494627,57,14,30
chr5,134500033,134500433,52,11,4
chr5,134502582,134502982,24,2,13
chr5,134521873,134522273,54,16,13
chr5,134522496,134522896,36,5,15
chr5,134528438,134528838,79,13,11
chr5,134544850,134545250,32,6,11
chr5,134550783,134551183,22,14,7
chr5,134552151,134552551,165,21,47
chr5,134560466,134560866,66,18,15
chr5,134567987,134568387,17,9,7
chr5,134579200,134579600,16,9,2
chr5,134582490,134582890,146,31,46
chr5,134610178,134610578,42,11,6
chr5,134614693,134615093,25,11,7
chr5,134620332,134620732,22,6,13
chr5,134635003,134635403,21,7,14
chr5,134639186,134639586,250,34,80
chr5,134648887,134649287,30,8,13
chr5,134668584,134668984,115,8,19
chr5,134676007,134676407,84,14,19
chr5,134688637,134689037,518,107,162
chr5,134695007,134695407,66,7,20
chr5,134704094,134704494,33,9,8
chr5,134748212,134748612,25,8,18
chr5,134783675,134784075,29,10,18
chr5,134799900,134800300,16,7,12
chr5,134804579,134804979,19,6,15
chr5,134836493,134836893,108,20,7
chr5,134901194,134901594,54,4,14
chr5,134907132,134907532,114,5,28
chr5,134918042,134918442,75,19,28
chr5,134926712,134927112,141,35,35
chr5,134929902,134930302,36,3,12
chr5,134932124,134932524,143,35,45
chr5,134936451,134936851,33,16,11
chr5,134937475,134937875,45,13,16
chr5,134938271,134938671,13,12,15
chr5,134939091,134939491,15,11,6
chr5,134941899,134942299,251,35,66
chr5,134946157,134946557,46,9,18
chr5,134951210,134951610,27,15,15
chr5,134957409,134957809,17,15,15
chr5,134959139,134959539,25,11,11
chr5,134966396,134966796,150,65,52
chr5,134967119,134967519,12,11,18
chr5,134970545,134970945,34,12,19
chr5,134981241,134981641,33,4,13
chr5,134985645,134986045,281,69,89
chr5,134989649,134990049,15,14,8
chr5,135001243,135001643,170,28,37
chr5,135002058,135002458,20,13,8
chr5,135008789,135009189,500,160,190
chr5,135012227,135012627,36,11,13
chr5,135012903,135013303,197,26,60
chr5,135015463,135015863,44,5,19
chr5,135023279,135023679,133,31,58
chr5,135029040,135029440,16,5,12
chr5,135042298,135042698,122,27,36
chr5,135049337,135049737,50,13,26
chr5,135063987,135064387,187,28,53
chr5,135072831,135073231,44,13,12
chr5,135077185,135077585,38,6,9
chr5,135078114,135078514,158,8,37
chr5,135103994,135104394,22,11,2
chr5,135106611,135107011,100,24,27
chr5,135118534,135118934,46,6,19
chr5,135129710,135130110,60,13,10
chr5,135133993,135134393,95,27,32
chr5,135149266,135149666,568,162,258
chr5,135168614,135169014,295,59,87
chr5,135171161,135171561,15,3,14
chr5,135175137,135175537,42,9,20
chr5,135183509,135183909,39,3,20
chr5,135185647,135186047,47,8,12
chr5,135186980,135187380,374,53,115
chr5,135236608,135237008,43,8,9
chr5,135246488,135246888,98,33,22
chr5,135248894,135249294,33,6,21
chr5,135251100,135251500,142,24,28
chr5,135276770,135277170,30,15,16
chr5,135280202,135280602,24,10,3
chr5,135286192,135286592,34,3,13
chr5,135353534,135353934,71,7,17
chr5,135363577,135363977,33,7,16
chr5,135369775,135370175,110,13,39
chr5,135394253,135394653,63,7,17
chr5,135395745,135396145,31,5,16
chr5,135404656,135405056,27,5,14
chr5,135435612,135436012,19,10,0
chr5,135470019,135470419,15,9,9
chr5,135489223,135489623,173,23,44
chr5,135491443,135491843,25,8,15
chr5,135493103,135493503,43,3,12
chr5,135494145,135494545,110,19,34
chr5,135545216,135545616,529,129,109
chr5,135616048,135616448,44,11,14
chr5,135628846,135629246,47,7,20
chr5,135630535,135630935,24,2,27
chr5,135632433,135632833,258,48,38
chr5,135643336,135643736,108,18,23
chr5,135657187,135657587,147,40,27
chr5,135657947,135658347,47,14,13
chr5,135674867,135675267,112,14,21
chr5,135688852,135689252,460,88,158
chr5,135702848,135703248,22,11,9
chr5,135724942,135725342,29,11,13
chr5,135734541,135734941,25,10,11
chr5,135737187,135737587,33,6,12
chr5,135738236,135738636,78,20,21
chr5,135744080,135744480,148,36,42
chr5,135778347,135778747,371,75,88
chr5,135794555,135794955,173,25,34
chr5,135799837,135800237,34,5,11
chr5,135800865,135801265,32,4,11
chr5,135803103,135803503,54,12,12
chr5,135806599,135806999,72,16,49
chr5,135835181,135835581,126,20,39
chr5,135835965,135836365,27,6,10
chr5,135852432,135852832,62,7,17
chr5,135868297,135868697,17,0,11
chr5,135877759,135878159,83,16,26
chr5,135879817,135880217,30,16,11
chr5,135887637,135888037,277,78,98
chr5,135890893,135891293,75,27,12
chr5,135892624,135893024,32,11,10
chr5,135894945,135895345,26,8,21
chr5,135901357,135901757,75,8,17
chr5,135903569,135903969,219,54,49
chr5,135909059,135909459,15,8,24
chr5,135915902,135916302,15,9,10
chr5,135917783,135918183,38,10,17
chr5,135926842,135927242,24,5,13
chr5,135929152,135929552,23,9,21
chr5,135930250,135930650,34,15,13
chr5,135934867,135935267,350,94,134
chr5,135942745,135943145,41,12,8
chr5,135945776,135946176,37,26,12
chr5,135946637,135947037,58,22,34
chr5,135957548,135957948,340,50,95
chr5,135962521,135962921,476,180,192
chr5,135965544,135965944,31,17,35
chr5,135975874,135976274,15,2,12
chr5,135979371,135979771,59,15,19
chr5,135982358,135982758,43,5,13
chr5,135984387,135984787,36,10,14
chr5,135994608,135995008,94,22,16
chr5,136002670,136003070,71,13,13
chr5,136016362,136016762,37,16,13
chr5,136040084,136040484,89,26,20
chr5,136041352,136041752,63,5,14
chr5,136045791,136046191,60,6,16
chr5,136051552,136051952,47,12,7
chr5,136053118,136053518,109,16,24
chr5,136061608,136062008,57,15,13
chr5,136063946,136064346,29,4,20
chr5,136069282,136069682,48,15,14
chr5,136073486,136073886,42,6,12
chr5,136076337,136076737,19,12,7
chr5,136083705,136084105,236,37,42
chr5,136102080,136102480,242,44,82
chr5,136104492,136104892,65,13,26
chr5,136113507,136113907,58,17,23
chr5,136116444,136116844,257,37,58
chr5,136135879,136136279,203,37,55
chr5,136137860,136138260,57,4,18
chr5,136143396,136143796,16,12,9
chr5,136166446,136166846,40,8,7
chr5,136170051,136170451,15,7,8
chr5,136170526,136170926,60,2,13
chr5,136179665,136180065,43,13,12
chr5,136198734,136199134,146,32,40
chr5,136244614,136245014,107,16,33
chr5,136252847,136253247,83,8,28
chr5,136258975,136259375,35,4,13
chr5,136270074,136270474,36,14,4
chr5,136274713,136275113,56,6,11
chr5,136395909,136396309,141,34,17
chr5,136403580,136403980,19,10,10
chr5,136560681,136561081,17,10,9
chr5,136567186,136567586,196,8,38
chr5,136568732,136569132,39,8,25
chr5,136581947,136582347,42,8,11
chr5,136584012,136584412,94,25,20
chr5,136623151,136623551,77,6,20
chr5,136632370,136632770,18,12,3
chr5,136660696,136661096,24,11,11
chr5,136706757,136707157,49,5,16
chr5,136764260,136764660,33,5,11
chr5,136773281,136773681,126,38,40
chr5,136790818,136791218,61,10,19
chr5,136881405,136881805,75,10,5
chr5,136907878,136908278,76,14,16
chr5,136918958,136919358,116,28,31
chr5,136929053,136929453,18,4,12
chr5,136936264,136936664,18,6,17
chr5,136939288,136939688,26,8,11
chr5,136940897,136941297,82,13,20
chr5,136943756,136944156,37,5,22
chr5,136950279,136950679,40,14,9
chr5,136952972,136953372,263,61,67
chr5,136955651,136956051,37,8,10
chr5,136959329,136959729,13,9,4
chr5,136962356,136962756,163,39,43
chr5,136970781,136971181,40,9,15
chr5,136986700,136987100,164,31,42
chr5,137000634,137001034,39,15,27
chr5,137010023,137010423,30,6,10
chr5,137025080,137025480,105,7,21
chr5,137030035,137030435,130,40,45
chr5,137032668,137033068,193,17,44
chr5,137045924,137046324,132,25,48
chr5,137046961,137047361,49,15,20
chr5,137072049,137072449,97,31,28
chr5,137116126,137116526,46,6,16
chr5,137153266,137153666,32,5,13
chr5,137210738,137211138,16,10,4
chr5,137286636,137287036,86,4,18
chr5,137288097,137288497,30,5,15
chr5,137289138,137289538,45,11,9
chr5,137294380,137294780,282,31,67
chr5,137307527,137307927,97,11,24
chr5,137308395,137308795,46,10,12
chr5,137314188,137314588,90,16,36
chr5,137315522,137315922,46,11,16
chr5,137333459,137333859,198,41,42
chr5,137337186,137337586,133,35,35
chr5,137338204,137338604,82,14,30
chr5,137339307,137339707,32,11,21
chr5,137349789,137350189,197,40,59
chr5,137352182,137352582,76,18,9
chr5,137381116,137381516,39,7,10
chr5,137394449,137394849,35,8,4
chr5,137445542,137445942,36,14,9
chr5,137502357,137502757,282,81,138
chr5,137510187,137510587,52,2,10
chr5,137513253,137513653,33,9,15
chr5,137518441,137518841,67,0,13
chr5,137530928,137531328,43,7,12
chr5,137533366,137533766,155,15,63
chr5,137553342,137553742,137,10,30
chr5,137569583,137569983,44,3,14
chr5,137596782,137597182,65,14,19
chr5,137600843,137601243,278,46,78
chr5,137608183,137608583,67,8,24
chr5,137610608,137611008,53,11,31
chr5,137613510,137613910,55,10,21
chr5,137628685,137629085,515,144,153
chr5,137641203,137641603,127,17,41
chr5,137642823,137643223,35,10,16
chr5,137644205,137644605,23,10,11
chr5,137649936,137650336,50,9,3
chr5,137652415,137652815,60,12,10
chr5,137671943,137672343,88,19,27
chr5,137684635,137685035,300,81,58
chr5,137741158,137741558,170,23,55
chr5,137745781,137746181,171,24,66
chr5,137747396,137747796,17,0,17
chr5,137750228,137750628,17,4,15
chr5,137759967,137760367,124,22,39
chr5,137776400,137776800,110,23,29
chr5,137778649,137779049,219,30,48
chr5,137786593,137786993,386,93,120
chr5,137928417,137928817,53,13,13
chr5,137934020,137934420,351,98,74
chr5,137987834,137988234,26,0,9
chr5,138005981,138006381,13,10,2
chr5,138084904,138085304,97,19,11
chr5,138090639,138091039,103,20,19
chr5,138091652,138092052,29,8,12
chr5,138116739,138117139,137,30,34
chr5,138117566,138117966,20,12,19
chr5,138137896,138138296,42,9,23
chr5,138155607,138156007,250,48,49
chr5,138160860,138161260,152,20,46
chr5,138163072,138163472,102,16,21
chr5,138165703,138166103,29,10,23
chr5,138166526,138166926,14,10,9
chr5,138167090,138167490,24,11,4
chr5,138171764,138172164,400,93,94
chr5,138187567,138187967,103,23,29
chr5,138194236,138194636,129,11,26
chr5,138227995,138228395,15,8,6
chr5,138245357,138245757,38,10,6
chr5,138255491,138255891,326,72,65
chr5,138263755,138264155,125,29,26
chr5,138275078,138275478,29,1,14
chr5,138279941,138280341,427,89,117
chr5,138426061,138426461,44,12,7
chr5,138441227,138441627,226,32,40
chr5,138458374,138458774,14,2,19
chr5,138464319,138464719,18,16,6
chr5,138619580,138619980,228,51,47
chr5,138620668,138621068,44,14,13
chr5,138622615,138623015,214,51,24
chr5,138693316,138693716,151,36,39
chr5,138754788,138755188,223,15,28
chr5,138756323,138756723,14,2,9
chr5,138772761,138773161,34,11,13
chr5,138848062,138848462,44,29,21
chr5,138940580,138940980,82,14,11
chr5,138975042,138975442,90,15,11
chr5,138978136,138978536,39,14,14
chr5,138996570,138996970,348,97,112
chr5,138999702,139000102,24,10,3
chr5,139034888,139035288,44,13,14
chr5,139064656,139065056,30,6,12
chr5,139129737,139130137,17,0,11
chr5,139145719,139146119,15,8,14
chr5,139149724,139150124,423,130,143
chr5,139164855,139165255,41,11,5
chr5,139167469,139167869,130,33,29
chr5,139178856,139179256,37,5,13
chr5,139196959,139197359,54,11,8
chr5,139200342,139200742,450,100,130
chr5,139252368,139252768,347,54,85
chr5,139258330,139258730,91,23,12
chr5,139282284,139282684,49,9,16
chr5,139283827,139284227,33,1,13
chr5,139285620,139286020,25,10,9
chr5,139317896,139318296,77,16,16
chr5,139325600,139326000,318,63,78
chr5,139331710,139332110,41,5,16
chr5,139345018,139345418,119,16,46
chr5,139353548,139353948,47,3,17
chr5,139355283,139355683,50,4,20
chr5,139364207,139364607,45,11,23
chr5,139372105,139372505,140,21,31
chr5,139372641,139373041,19,4,13
chr5,139374907,139375307,17,1,13
chr5,139380360,139380760,201,23,32
chr5,139416981,139417381,32,17,14
chr5,139460405,139460805,208,32,49
chr5,139480374,139480774,59,17,14
chr5,139484384,139484784,329,60,81
chr5,139497901,139498301,18,8,6
chr5,139505164,139505564,44,2,13
chr5,139506190,139506590,76,17,9
chr5,139536135,139536535,38,3,17
chr5,139544032,139544432,50,2,12
chr5,139546943,139547343,61,2,11
chr5,139557790,139558190,13,3,13
chr5,139668488,139668888,72,9,9
chr5,139686910,139687310,166,25,45
chr5,139702861,139703261,35,8,12
chr5,139722759,139723159,16,13,10
chr5,139736238,139736638,225,47,76
chr5,139745805,139746205,42,12,5
chr5,139750519,139750919,29,0,11
chr5,139754780,139755180,46,11,21
chr5,139764302,139764702,54,15,15
chr5,139775562,139775962,190,23,38
chr5,139791272,139791672,142,13,41
chr5,139796853,139797253,41,0,9
chr5,139803663,139804063,64,9,8
chr5,139809385,139809785,29,10,9
chr5,139826584,139826984,77,13,13
chr5,139907334,139907734,55,1,14
chr5,139911999,139912399,42,8,12
chr5,139930810,139931210,34,5,15
chr5,139932612,139933012,63,15,17
chr5,139933518,139933918,29,2,18
chr5,139944817,139945217,46,7,15
chr5,139945482,139945882,22,2,14
chr5,139948315,139948715,35,7,16
chr5,140016820,140017220,99,26,18
chr5,140068513,140068913,200,61,32
chr5,140073549,140073949,29,11,9
chr5,140123679,140124079,71,27,18
chr5,140140195,140140595,24,7,9
chr5,140155065,140155465,17,11,0
chr5,140157465,140157865,7,13,14
chr5,140158244,140158644,56,29,13
chr5,140174121,140174521,159,30,20
chr5,140189779,140190179,18,12,7
chr5,140217927,140218327,74,8,13
chr5,140282294,140282694,85,12,16
chr5,140321445,140321845,255,45,67
chr5,140324089,140324489,30,9,16
chr5,140332040,140332440,218,39,50
chr5,140333683,140334083,51,8,18
chr5,140366380,140366780,38,11,3
chr5,140368079,140368479,33,9,12
chr5,140379118,140379518,45,10,12
chr5,140388211,140388611,17,8,17
chr5,140389111,140389511,160,50,73
chr5,140419087,140419487,162,20,83
chr5,140444016,140444416,104,24,20
chr5,140472357,140472757,20,13,7
chr5,140492672,140493072,56,6,16
chr5,140502456,140502856,23,10,10
chr5,140502978,140503378,30,10,8
chr5,140505290,140505690,274,40,95
chr5,140514785,140515185,73,23,27
chr5,140536585,140536985,33,16,14
chr5,140540096,140540496,34,15,18
chr5,140549686,140550086,133,33,22
chr5,140567378,140567778,60,7,21
chr5,140568273,140568673,44,12,39
chr5,140568981,140569381,22,8,6
chr5,140581456,140581856,33,12,11
chr5,140583920,140584320,54,9,13
chr5,140607016,140607416,135,30,29
chr5,140611421,140611821,86,13,22
chr5,140619322,140619722,46,10,38
chr5,140649011,140649411,202,37,45
chr5,140663911,140664311,28,2,17
chr5,140702123,140702523,113,20,40
chr5,140702707,140703107,18,8,16
chr5,140704695,140705095,428,130,178
chr5,140732235,140732635,23,7,16
chr5,140735277,140735677,57,17,17
chr5,140749090,140749490,85,9,31
chr5,140767688,140768088,39,4,19
chr5,140811164,140811564,144,36,19
chr5,140830437,140830837,441,108,131
chr5,140872603,140873003,52,15,14
chr5,140880315,140880715,91,28,41
chr5,140882177,140882577,29,14,11
chr5,140889477,140889877,117,25,37
chr5,140900879,140901279,27,2,15
chr5,141034267,141034667,17,8,9
chr5,141207069,141207469,22,4,10
chr5,141241165,141241565,189,22,54
chr5,141388334,141388734,33,12,8
chr5,141393865,141394265,32,8,6
chr5,141754417,141754817,12,11,4
chr5,141984965,141985365,41,8,18
chr5,141987366,141987766,60,23,10
chr5,142129975,142130375,335,110,82
chr5,142221005,142221405,23,8,19
chr5,142296355,142296755,60,15,16
chr5,142327245,142327645,51,4,12
chr5,142350548,142350948,28,1,16
chr5,142367284,142367684,223,26,87
chr5,142370832,142371232,17,3,14
chr5,142386941,142387341,21,4,13
chr5,142401256,142401656,66,2,34
chr5,142410428,142410828,25,12,12
chr5,142420594,142420994,15,8,3
chr5,142427953,142428353,43,14,11
chr5,142430916,142431316,33,9,18
chr5,142438515,142438915,48,14,9
chr5,142440426,142440826,440,105,119
chr5,142445702,142446102,14,5,16
chr5,142448101,142448501,68,7,34
chr5,142451712,142452112,92,11,30
chr5,142463725,142464125,220,34,87
chr5,142465477,142465877,13,10,4
chr5,142478718,142479118,57,4,25
chr5,142495483,142495883,15,9,11
chr5,142498937,142499337,33,2,12
chr5,142502435,142502835,95,13,12
chr5,142544922,142545322,151,41,29
chr5,142546405,142546805,50,8,17
chr5,142550939,142551339,272,57,157
chr5,142557423,142557823,24,2,17
chr5,142562918,142563318,27,8,14
chr5,142584333,142584733,18,1,11
chr5,142589491,142589891,36,3,12
chr5,142608692,142609092,40,6,15
chr5,142629277,142629677,306,73,89
chr5,142636693,142637093,43,7,19
chr5,142668020,142668420,106,39,23
chr5,142668725,142669125,33,10,7
chr5,142669584,142669984,21,10,14
chr5,142696226,142696626,20,13,12
chr5,142701626,142702026,194,72,111
chr5,142712355,142712755,15,2,13
chr5,142718081,142718481,62,11,27
chr5,142723486,142723886,54,4,13
chr5,142728237,142728637,29,7,13
chr5,142764278,142764678,22,6,14
chr5,142769649,142770049,45,8,19
chr5,142782696,142783096,282,71,64
chr5,142787178,142787578,40,10,26
chr5,142795072,142795472,33,15,4
chr5,142797156,142797953,32,19,12
chr5,142800322,142800722,90,24,35
chr5,142806212,142806612,39,12,6
chr5,142807767,142808167,47,16,16
chr5,142813752,142814152,56,8,31
chr5,142817644,142818044,191,41,60
chr5,142821833,142822233,108,21,15
chr5,142825697,142826097,55,14,16
chr5,142842082,142842482,87,20,16
chr5,142844416,142844816,26,10,7
chr5,142851628,142852028,67,29,25
chr5,142854888,142855288,57,2,23
chr5,142856475,142856875,37,4,17
chr5,142871757,142872157,41,12,1
chr5,142877336,142877736,56,18,15
chr5,142879314,142879714,53,11,8
chr5,142881174,142881574,66,14,20
chr5,142886768,142887168,99,16,24
chr5,142895030,142895430,157,38,30
chr5,142897600,142898000,25,20,7
chr5,142901871,142902271,112,34,43
chr5,142905778,142906178,388,104,186
chr5,142909812,142910212,37,10,20
chr5,142911680,142912080,78,22,19
chr5,142920695,142921095,55,19,13
